date,state,positive,new_positive,negative,death,new_death,hospitalized
20200624,Tennessee,37235,932,681069,556,14,2386
20200624,Texas,125921,5551,1504337,2249,29,
20200624,Utah,18784,484,285954,163,0,1256
20200624,Virginia,59514,520,517057,1661,16,8651
20200624,Virgin Islands,78,2,2593,6,0,
20200624,Vermont,1184,20,58676,56,0,
20200624,Washington,29386,516,457673,1284,8,4067
20200624,Wisconsin,28641,466,487803,757,7,3299
20200624,West Virginia,2629,47,154419,92,0,
20200624,Wyoming,1279,25,28869,20,0,109
20200623,Alaska,778,17,92169,12,0,
20200623,Alabama,31097,643,322941,864,23,2521
20200623,Arkansas,16678,595,247814,237,10,1188
20200623,American Samoa,0,0,174,0,0,
20200623,Arizona,58179,3593,382339,1384,42,4255
20200623,California,183073,5019,3313856,5580,65,
20200623,Colorado,30705,166,257171,1438,9,5343
20200623,Connecticut,45899,117,356898,4277,14,10099
20200623,Washington DC,10094,36,73208,537,2,
20200623,Delaware,10847,27,86689,504,0,
20200623,Florida,103503,3286,1537249,3333,67,13614
20200623,Georgia,67678,1750,663583,2688,40,10123
20200623,Guam,225,1,10426,5,0,
20200623,Hawaii,816,2,68524,17,0,99
20200623,Iowa,26373,322,238330,688,2,
20200623,Idaho,4254,248,71910,89,0,293
20200623,Illinois,138825,601,1261685,6911,36,
20200623,Indiana,42871,238,383505,2569,16,6853
20200623,Kansas,12465,0,142548,259,0,1056
20200623,Kentucky,14141,302,317153,537,11,2556
20200623,Louisiana,51595,1356,584344,3134,17,
20200623,Massachusetts,107439,229,680203,7890,16,11157
20200623,Maryland,65007,404,418528,3092,18,10611
20200623,Maine,2994,23,78713,102,0,339
20200623,Michigan,68197,240,860471,6109,12,
20200623,Minnesota,33469,242,486576,1425,9,3860
20200623,Missouri,18143,0,299231,961,0,
20200623,MP,30,0,8187,2,0,
20200623,Mississippi,22898,611,230962,989,11,2915
20200623,Montana,743,3,73180,21,0,91
20200623,North Carolina,54453,848,719375,1251,28,
20200623,North Dakota,3320,7,94233,73,1,218
20200623,Nebraska,17957,147,140685,249,5,1234
20200623,New Hampshire,5558,14,103318,339,0,558
20200623,New Jersey,169734,319,1113717,12949,54,19512
20200623,New Mexico,10694,129,287382,469,0,1754
20200623,Nevada,13997,462,234529,492,0,
20200623,New York,389085,597,3111723,24766,27,89995
20200623,Ohio,46127,590,624310,2735,31,7379
20200623,Oklahoma,11028,295,284029,371,2,1288
20200623,Oregon,7274,191,203438,192,0,983
20200623,Pennsylvania,82696,510,596407,6464,38,
20200623,Puerto Rico,6685,121,113280,149,0,
20200623,Rhode Island,16612,77,128896,906,3,1958
20200623,South Carolina,26613,912,282638,673,14,2377
20200623,South Dakota,6353,27,67633,83,2,624
20200623,Tennessee,36303,750,669116,542,11,2336
20200623,Texas,120370,5489,1476920,2220,28,
20200623,Utah,18300,394,283976,163,5,1226
20200623,Virginia,58994,529,509383,1645,25,8572
20200623,Virgin Islands,76,0,2544,6,0,
20200623,Vermont,1164,1,58164,56,0,
20200623,Washington,28870,190,448334,1276,6,4062
20200623,Wisconsin,28175,297,478165,750,5,3268
20200623,West Virginia,2582,30,151746,92,3,
20200623,Wyoming,1254,24,27485,20,0,109
20200622,Alaska,761,6,90063,12,0,
20200622,Alabama,30454,433,318656,841,2,2471
20200622,Arkansas,16083,941,240256,227,3,1164
20200622,American Samoa,0,0,174,0,0,
20200622,Arizona,54586,2196,375204,1342,3,4255
20200622,California,178054,4230,3233632,5515,20,
20200622,Colorado,30539,190,252233,1429,0,5327
20200622,Connecticut,45782,27,358499,4263,3,10099
20200622,Washington DC,10058,38,71946,535,2,
20200622,Delaware,10820,45,85903,504,0,
20200622,Florida,100217,2926,1517270,3266,12,13407
20200622,Georgia,65928,1227,642098,2648,5,9953
20200622,Guam,224,2,10180,5,0,
20200622,Hawaii,814,11,67897,17,0,97
20200622,Iowa,26051,88,232581,686,1,
20200622,Idaho,4006,0,68962,89,0,283
20200622,Illinois,138224,462,1241779,6875,24,
20200622,Indiana,42633,210,376283,2553,13,6819
20200622,Kansas,12465,406,142548,259,5,1056
20200622,Kentucky,13839,89,308193,526,0,2532
20200622,Louisiana,50239,461,567825,3117,12,
20200622,Massachusetts,107210,149,672853,7874,16,11094
20200622,Maryland,64603,297,410122,3074,8,10572
20200622,Maine,2971,14,78033,102,0,336
20200622,Michigan,67957,246,850060,6097,7,
20200622,Minnesota,33227,307,479910,1416,4,3830
20200622,Missouri,18143,140,299231,961,5,
20200622,MP,30,0,8139,2,0,
20200622,Mississippi,22287,1646,230962,978,40,2881
20200622,Montana,740,23,70565,21,1,90
20200622,North Carolina,53605,804,703740,1223,3,
20200622,North Dakota,3313,25,94140,72,1,218
20200622,Nebraska,17810,103,138698,244,0,1212
20200622,New Hampshire,5544,26,103318,339,0,553
20200622,New Jersey,169415,273,1097984,12895,25,19401
20200622,New Mexico,10565,0,282866,469,0,1746
20200622,Nevada,13535,330,230530,492,0,
20200622,New York,388488,552,3063611,24739,14,89995
20200622,Ohio,45537,729,614064,2704,4,7292
20200622,Oklahoma,10733,218,271925,369,0,1268
20200622,Oregon,7083,146,199545,192,2,969
20200622,Pennsylvania,82186,456,585662,6426,3,
20200622,Puerto Rico,6564,39,113280,149,0,
20200622,Rhode Island,16535,59,127297,903,9,1950
20200622,South Carolina,25701,1008,278179,659,6,2294
20200622,South Dakota,6326,29,67003,81,0,616
20200622,Tennessee,35553,451,664552,531,5,2301
20200622,Texas,114881,3280,1434128,2192,10,
20200622,Utah,17906,444,281406,158,0,1192
20200622,Virginia,58465,471,499658,1620,9,8511
20200622,Virgin Islands,76,0,2502,6,0,
20200622,Vermont,1163,4,57444,56,0,
20200622,Washington,28680,455,446258,1270,5,4049
20200622,Wisconsin,27878,263,466634,745,1,3231
20200622,West Virginia,2552,9,148652,89,0,
20200622,Wyoming,1230,33,26162,20,0,105
20200621,Alaska,755,12,87296,12,0,
20200621,Alabama,30021,472,314657,839,1,2460
20200621,Arkansas,15142,0,227092,224,0,1152
20200621,American Samoa,0,0,174,0,0,
20200621,Arizona,52390,2592,367354,1339,1,4255
20200621,California,173824,4515,3145432,5495,71,
20200621,Colorado,30349,162,248037,1429,0,5323
20200621,Connecticut,45755,40,352175,4260,9,10099
20200621,Washington DC,10020,36,69502,533,2,
20200621,Delaware,10775,94,84199,504,0,
20200621,Florida,97291,3494,1502005,3254,17,13325
20200621,Georgia,64701,892,633606,2643,1,9837
20200621,Guam,222,0,9788,5,0,
20200621,Hawaii,803,14,67057,17,0,96
20200621,Iowa,25963,467,231189,685,4,
20200621,Idaho,4006,135,68962,89,0,283
20200621,Illinois,137762,658,1224022,6851,22,
20200621,Indiana,42423,362,369497,2540,4,6788
20200621,Kansas,12059,0,135590,254,0,1035
20200621,Kentucky,13750,120,303531,526,2,2522
20200621,Louisiana,49778,393,561034,3105,1,
20200621,Massachusetts,107061,125,666259,7858,30,11085
20200621,Maryland,64306,350,404725,3066,14,10544
20200621,Maine,2957,19,78033,102,0,336
20200621,Michigan,67711,166,839715,6090,3,
20200621,Minnesota,32920,453,471443,1412,8,3797
20200621,Missouri,18003,413,297154,956,1,
20200621,MP,30,0,8139,2,0,
20200621,Mississippi,20641,0,218074,938,0,2767
20200621,Montana,717,19,69640,20,0,89
20200621,North Carolina,52801,1412,692974,1220,8,
20200621,North Dakota,3288,37,92885,71,0,216
20200621,Nebraska,17707,116,136534,244,0,1212
20200621,New Hampshire,5518,32,100367,339,2,551
20200621,New Jersey,169142,308,1075825,12870,13,19267
20200621,New Mexico,10565,305,282866,469,5,1746
20200621,Nevada,13205,274,228486,492,1,
20200621,New York,387936,664,3007383,24725,15,89995
20200621,Ohio,44808,546,598413,2700,3,7242
20200621,Oklahoma,10515,478,271925,369,1,1243
20200621,Oregon,6937,187,195674,190,1,946
20200621,Pennsylvania,81730,464,576015,6423,4,
20200621,Puerto Rico,6525,62,113280,149,2,
20200621,Rhode Island,16476,27,125701,894,0,1922
20200621,South Carolina,24693,907,277974,653,9,2294
20200621,South Dakota,6297,72,66729,81,0,608
20200621,Tennessee,35102,656,650527,526,2,2291
20200621,Texas,111601,3866,1414579,2182,17,
20200621,Utah,17462,394,278933,158,3,1184
20200621,Virginia,57994,551,487682,1611,4,8509
20200621,Virgin Islands,76,2,2502,6,0,
20200621,Vermont,1159,12,56686,56,0,
20200621,Washington,28225,-455,437844,1265,10,4030
20200621,Wisconsin,27615,289,460334,744,0,3220
20200621,West Virginia,2543,57,148046,89,1,
20200621,Wyoming,1197,18,26162,20,0,100
20200620,Alaska,743,21,86175,12,0,
20200620,Alabama,29549,547,309974,838,16,2443
20200620,Arkansas,15142,511,227092,224,10,1100
20200620,American Samoa,0,0,174,0,0,
20200620,Arizona,49798,3109,355482,1338,26,4252
20200620,California,169309,3893,3065103,5424,64,
20200620,Colorado,30187,286,242882,1429,12,5318
20200620,Connecticut,45715,158,350172,4251,13,10099
20200620,Washington DC,9984,32,67969,531,1,
20200620,Delaware,10681,70,81735,504,0,
20200620,Florida,93797,4049,1467475,3237,40,13227
20200620,Georgia,63809,1800,630575,2642,6,9837
20200620,Guam,222,22,9788,5,0,
20200620,Hawaii,789,27,65945,17,0,96
20200620,Iowa,25496,221,224711,681,0,
20200620,Idaho,3871,128,67325,89,0,279
20200620,Illinois,137104,634,1200864,6829,111,
20200620,Indiana,42061,315,359741,2536,20,6755
20200620,Kansas,12059,0,135590,254,0,1035
20200620,Kentucky,13630,176,303531,524,2,2522
20200620,Louisiana,49385,870,555431,3104,20,
20200620,Massachusetts,106936,286,658001,7828,28,11076
20200620,Maryland,63956,408,398324,3052,22,10497
20200620,Maine,2938,25,76638,102,0,333
20200620,Michigan,67545,448,827089,6087,20,
20200620,Minnesota,32467,436,459576,1404,11,3767
20200620,Missouri,17590,389,293525,955,7,
20200620,MP,30,0,8139,2,0,
20200620,Mississippi,20641,0,218074,938,0,2767
20200620,Montana,698,32,68832,20,0,85
20200620,North Carolina,51389,1549,679952,1212,15,
20200620,North Dakota,3251,25,90980,71,0,213
20200620,Nebraska,17591,176,134263,244,4,1200
20200620,New Hampshire,5486,36,100081,337,6,549
20200620,New Jersey,168834,338,1050039,12857,22,19267
20200620,New Mexico,10260,107,274342,464,8,1735
20200620,Nevada,12931,445,226032,491,0,
20200620,New York,387272,716,2940521,24710,24,89995
20200620,Ohio,44262,531,585703,2697,30,7201
20200620,Oklahoma,10037,331,271925,368,1,1229
20200620,Oregon,6750,178,187345,189,1,946
20200620,Pennsylvania,81266,504,566461,6419,20,
20200620,Puerto Rico,6463,268,113280,147,0,
20200620,Rhode Island,16449,36,125078,894,0,1922
20200620,South Carolina,23786,1155,272463,644,5,2294
20200620,South Dakota,6225,67,65690,81,0,598
20200620,Tennessee,34446,429,640894,524,9,2266
20200620,Texas,107735,4430,1355663,2165,25,
20200620,Utah,17068,643,275809,155,0,1161
20200620,Virginia,57443,650,473961,1607,5,8487
20200620,Virgin Islands,74,0,2492,6,0,
20200620,Vermont,1147,3,55881,56,0,
20200620,Washington,28680,14,446471,1255,10,4003
20200620,Wisconsin,27326,413,454563,744,14,3203
20200620,West Virginia,2486,51,145910,88,0,
20200620,Wyoming,1179,6,26162,20,0,98
20200619,Alaska,722,14,82909,12,0,
20200619,Alabama,29002,796,302323,822,12,2416
20200619,Arkansas,14631,703,220141,214,6,1100
20200619,American Samoa,0,0,174,0,0,
20200619,Arizona,46689,3246,345527,1312,41,4246
20200619,California,165416,4317,2990286,5360,70,
20200619,Colorado,29901,228,234545,1417,15,5308
20200619,Connecticut,45557,117,346531,4238,12,10099
20200619,Washington DC,9952,49,63839,530,3,
20200619,Delaware,10611,112,79823,504,2,
20200619,Florida,89748,3822,1443123,3197,43,13062
20200619,Georgia,62009,1097,608297,2636,31,9772
20200619,Guam,200,7,9515,5,0,
20200619,Hawaii,762,18,64982,17,0,95
20200619,Iowa,25275,421,221374,681,2,
20200619,Idaho,3743,111,65802,89,1,278
20200619,Illinois,136470,831,1175533,6718,0,
20200619,Indiana,41746,308,351141,2516,25,6731
20200619,Kansas,12059,378,135590,254,7,1035
20200619,Kentucky,13454,257,297773,522,2,2494
20200619,Louisiana,48515,-119,542394,3084,22,
20200619,Massachusetts,106650,228,644157,7800,30,11036
20200619,Maryland,63548,319,390121,3030,14,10447
20200619,Maine,2913,35,74248,102,0,328
20200619,Michigan,67097,299,812831,6067,6,
20200619,Minnesota,32031,356,443121,1393,17,3748
20200619,Missouri,17201,293,289083,948,2,
20200619,MP,30,0,8139,2,0,
20200619,Mississippi,20641,0,218074,938,0,2767
20200619,Montana,666,11,67756,20,0,82
20200619,North Carolina,49840,1652,662473,1197,22,
20200619,North Dakota,3226,33,89380,71,1,210
20200619,Nebraska,17415,189,130431,240,6,1166
20200619,New Hampshire,5450,14,98275,331,1,533
20200619,New Jersey,168496,389,1025847,12835,35,19267
20200619,New Mexico,10153,88,270022,456,4,1726
20200619,Nevada,12486,410,221874,491,2,
20200619,New York,386556,796,2872407,24686,25,89995
20200619,Ohio,43731,609,572305,2667,34,7167
20200619,Oklahoma,9706,352,264872,367,1,1209
20200619,Oregon,6572,206,187345,188,1,946
20200619,Pennsylvania,80762,526,556456,6399,38,
20200619,Puerto Rico,6195,84,113280,147,0,
20200619,Rhode Island,16413,59,124397,894,9,1922
20200619,South Carolina,22631,1083,265669,639,18,2294
20200619,South Dakota,6158,49,65035,81,3,589
20200619,Tennessee,34017,1188,627672,515,6,2238
20200619,Texas,103305,3454,1320609,2140,35,
20200619,Utah,16425,586,270933,155,3,1145
20200619,Virginia,56793,555,455618,1602,16,8425
20200619,Virgin Islands,74,1,2450,6,0,
20200619,Vermont,1144,9,54743,56,0,
20200619,Washington,28666,91,445796,1245,19,3959
20200619,Wisconsin,26913,323,444751,730,11,3177
20200619,West Virginia,2435,17,143579,88,0,
20200619,Wyoming,1173,29,35301,20,2,98
20200618,Alaska,708,12,80477,12,0,
20200618,Alabama,28206,894,294328,810,20,2373
20200618,Arkansas,13928,322,214506,208,11,1074
20200618,American Samoa,0,0,174,0,0,
20200618,Arizona,43443,2519,336289,1271,32,4241
20200618,California,161099,4084,2913431,5290,82,
20200618,Colorado,29673,231,232543,1402,29,5294
20200618,Connecticut,45440,11,334853,4226,7,10099
20200618,Washington DC,9903,56,62296,527,4,
20200618,Delaware,10499,55,78185,502,0,
20200618,Florida,85926,3207,1425386,3154,44,12862
20200618,Georgia,60912,882,602292,2605,30,9663
20200618,Guam,193,5,9395,5,0,
20200618,Hawaii,744,4,63630,17,0,95
20200618,Iowa,24854,393,216077,679,6,
20200618,Idaho,3632,92,64380,88,0,275
20200618,Illinois,135639,593,1149054,6718,52,
20200618,Indiana,41438,425,343284,2491,16,6589
20200618,Kansas,11681,0,130443,247,0,1011
20200618,Kentucky,13197,202,293183,520,2,2482
20200618,Louisiana,48634,0,496587,3062,0,
20200618,Massachusetts,106422,271,634838,7770,36,10985
20200618,Maryland,63229,260,384379,3016,20,10357
20200618,Maine,2878,42,71182,102,0,323
20200618,Michigan,66798,301,783388,6061,25,
20200618,Minnesota,31675,379,429204,1376,19,3718
20200618,Missouri,16908,283,280434,946,37,
20200618,MP,30,0,8139,2,0,
20200618,Mississippi,20641,0,218074,938,0,2767
20200618,Montana,655,25,66215,20,0,81
20200618,North Carolina,48188,1333,645490,1175,7,
20200618,North Dakota,3193,27,87461,70,0,208
20200618,Nebraska,17226,195,127587,234,3,1141
20200618,New Hampshire,5436,72,96548,330,4,531
20200618,New Jersey,168107,404,1003627,12800,31,19010
20200618,New Mexico,10065,132,265832,452,5,1715
20200618,Nevada,12076,234,218720,489,3,
20200618,New York,385760,618,2793900,24661,32,89995
20200618,Ohio,43122,700,556902,2633,22,7104
20200618,Oklahoma,9354,450,260199,366,2,1146
20200618,Oregon,6366,148,182770,187,4,933
20200618,Pennsylvania,80236,418,543832,6361,42,
20200618,Puerto Rico,6111,108,113280,147,0,
20200618,Rhode Island,16354,71,123216,885,9,1911
20200618,South Carolina,21548,992,258975,621,4,2055
20200618,South Dakota,6109,59,64244,78,0,585
20200618,Tennessee,32829,686,619565,509,12,2209
20200618,Texas,99851,3516,1307890,2105,43,
20200618,Utah,15839,495,266846,152,3,1120
20200618,Virginia,56238,463,445830,1586,3,8350
20200618,Virgin Islands,73,0,2354,6,0,
20200618,Vermont,1135,5,53610,56,1,
20200618,Washington,28575,320,441468,1226,-5,3938
20200618,Wisconsin,26590,461,433913,719,7,3160
20200618,West Virginia,2418,42,142011,88,0,
20200618,Wyoming,1144,30,35010,18,0,97
20200617,Alaska,696,20,77013,12,0,
20200617,Alabama,27312,400,283411,790,5,2352
20200617,Arkansas,13606,415,207093,197,15,1052
20200617,American Samoa,0,0,174,0,0,
20200617,Arizona,40924,1827,325269,1239,20,4224
20200617,California,157015,3455,2840973,5208,87,
20200617,Colorado,29442,143,227225,1373,0,5272
20200617,Connecticut,45429,80,327850,4219,9,9912
20200617,Washington DC,9847,29,60239,523,3,
20200617,Delaware,10444,41,76143,502,3,
20200617,Florida,82719,2610,1403040,3110,25,12673
20200617,Georgia,60030,952,590437,2575,46,9543
20200617,Guam,188,2,9010,5,0,
20200617,Hawaii,740,4,62503,17,0,92
20200617,Iowa,24461,282,210670,673,4,
20200617,Idaho,3540,78,63244,88,0,275
20200617,Illinois,135046,546,1124143,6666,87,
20200617,Indiana,41013,227,330169,2475,28,6526
20200617,Kansas,11681,262,130443,247,2,1011
20200617,Kentucky,12995,166,286874,518,6,2455
20200617,Louisiana,48634,928,496587,3062,20,
20200617,Massachusetts,106151,266,625895,7734,69,10925
20200617,Maryland,62969,560,378374,2996,14,10309
20200617,Maine,2836,17,71182,102,1,323
20200617,Michigan,66497,228,783388,6036,2,
20200617,Minnesota,31296,414,417291,1357,13,3689
20200617,Missouri,16625,211,268377,909,27,
20200617,MP,30,0,8139,2,0,
20200617,Mississippi,20641,489,223748,938,23,2767
20200617,Montana,630,16,64885,20,1,78
20200617,North Carolina,46855,1002,620567,1168,14,
20200617,North Dakota,3166,42,86508,70,1,201
20200617,Nebraska,17031,180,125356,231,11,1116
20200617,New Hampshire,5364,19,94722,326,6,521
20200617,New Jersey,167703,277,980138,12769,42,19010
20200617,New Mexico,9933,88,261620,447,7,1698
20200617,Nevada,11842,184,215768,486,1,
20200617,New York,385142,567,2725977,24629,21,89995
20200617,Ohio,42422,412,542141,2611,14,7051
20200617,Oklahoma,8904,259,256528,364,1,1146
20200617,Oregon,6218,120,178132,183,1,929
20200617,Pennsylvania,79818,335,533013,6319,43,
20200617,Puerto Rico,6003,52,113280,147,0,
20200617,Rhode Island,16283,51,121997,876,11,1898
20200617,South Carolina,20556,566,252198,617,10,2055
20200617,South Dakota,6050,84,62938,78,1,570
20200617,Tennessee,32143,313,612430,497,4,2180
20200617,Texas,96335,3129,1273303,2062,33,
20200617,Utah,15344,407,263348,149,4,1102
20200617,Virginia,55775,444,438566,1583,13,8367
20200617,Virgin Islands,73,0,2354,6,0,
20200617,Vermont,1130,-1,52533,55,0,
20200617,Washington,28255,330,435169,1231,10,3915
20200617,Wisconsin,26129,285,423736,712,9,3128
20200617,West Virginia,2376,35,138994,88,0,
20200617,Wyoming,1114,25,33955,18,0,97
20200616,Alaska,676,12,75539,12,0,
20200616,Alabama,26912,640,278512,785,11,2315
20200616,Arkansas,13191,274,192375,182,0,1026
20200616,American Samoa,0,0,174,0,0,
20200616,Arizona,39097,2392,315237,1219,25,4209
20200616,California,153560,2108,2784195,5121,32,
20200616,Colorado,29299,169,223857,1373,25,5269
20200616,Connecticut,45349,114,323359,4210,6,9912
20200616,Washington DC,9818,19,57308,520,5,
20200616,Delaware,10403,63,75671,499,1,
20200616,Florida,80109,2783,1380200,3085,55,12489
20200616,Georgia,59078,664,575900,2529,35,9454
20200616,Guam,186,1,8846,5,0,
20200616,Hawaii,736,8,61292,17,0,91
20200616,Iowa,24179,126,206459,669,14,
20200616,Idaho,3462,63,62185,88,1,270
20200616,Illinois,134500,623,1094702,6579,72,
20200616,Indiana,40786,356,322959,2447,14,6481
20200616,Kansas,11419,0,125543,245,0,988
20200616,Kentucky,12829,182,283204,512,7,2436
20200616,Louisiana,47706,534,485011,3042,24,
20200616,Massachusetts,105885,195,617762,7665,18,10867
20200616,Maryland,62409,377,366816,2982,35,10262
20200616,Maine,2819,9,69516,101,0,321
20200616,Michigan,66269,184,769265,6034,17,
20200616,Minnesota,30882,189,398263,1344,9,3658
20200616,Missouri,16414,225,268377,882,2,
20200616,MP,30,0,8139,2,0,
20200616,Mississippi,20152,353,220651,915,20,2728
20200616,Montana,614,5,62963,19,0,79
20200616,North Carolina,45853,751,605568,1154,36,
20200616,North Dakota,3124,23,85527,69,1,200
20200616,Nebraska,16851,126,122662,220,4,1088
20200616,New Hampshire,5345,0,93528,320,0,519
20200616,New Jersey,167426,323,964356,12727,51,18879
20200616,New Mexico,9845,122,258076,440,5,1686
20200616,Nevada,11658,379,210816,485,2,
20200616,New York,384575,631,2667203,24608,29,89995
20200616,Ohio,42010,434,526123,2597,24,7007
20200616,Oklahoma,8645,228,253160,363,4,1130
20200616,Oregon,6098,278,173440,182,2,912
20200616,Pennsylvania,79483,362,523609,6276,33,
20200616,Puerto Rico,5951,61,113280,147,0,
20200616,Rhode Island,16232,52,120790,865,14,1889
20200616,South Carolina,19990,612,247689,607,5,2055
20200616,South Dakota,5966,38,61236,77,2,562
20200616,Tennessee,31830,670,607160,493,10,2146
20200616,Texas,93206,4098,1255236,2029,46,
20200616,Utah,14937,329,260763,145,2,1073
20200616,Virginia,55331,445,430107,1570,18,8245
20200616,Virgin Islands,73,0,2305,6,0,
20200616,Vermont,1131,3,51759,55,0,
20200616,Washington,27925,432,426586,1221,4,3894
20200616,Wisconsin,25844,298,414330,703,9,3096
20200616,West Virginia,2341,43,134730,88,0,
20200616,Wyoming,1089,29,33324,18,0,96
20200615,Alaska,664,3,73773,12,0,
20200615,Alabama,26272,657,276402,774,1,2259
20200615,Arkansas,12917,416,191221,182,3,1003
20200615,American Samoa,0,0,174,0,0,
20200615,Arizona,36705,1014,308552,1194,8,4182
20200615,California,151452,2597,2716730,5089,26,
20200615,Colorado,29130,113,219955,1348,0,5244
20200615,Connecticut,45235,147,317038,4204,3,9912
20200615,Washington DC,9799,32,56047,515,0,
20200615,Delaware,10340,76,74346,498,2,
20200615,Florida,77326,1758,1352858,3030,8,12298
20200615,Georgia,58414,733,572082,2494,43,9322
20200615,Guam,185,0,8573,5,0,
20200615,Hawaii,728,5,60746,17,0,91
20200615,Iowa,24053,127,203335,655,3,
20200615,Idaho,3399,0,59581,87,0,266
20200615,Illinois,133877,473,1076596,6507,18,
20200615,Indiana,40430,521,315399,2433,11,6451
20200615,Kansas,11419,372,125543,245,2,988
20200615,Kentucky,12647,202,283204,505,6,2433
20200615,Louisiana,47172,553,471553,3018,4,
20200615,Massachusetts,105690,87,611541,7647,23,10817
20200615,Maryland,62032,331,359076,2947,8,10222
20200615,Maine,2810,17,68161,101,1,317
20200615,Michigan,66085,31,757952,6017,1,
20200615,Minnesota,30693,222,392229,1335,6,3630
20200615,Missouri,16189,379,263752,880,1,
20200615,MP,30,0,8139,2,0,
20200615,Mississippi,19799,283,210704,895,4,2680
20200615,Montana,609,8,60328,19,0,78
20200615,North Carolina,45102,983,593377,1118,9,
20200615,North Dakota,3101,21,84675,68,1,197
20200615,Nebraska,16725,92,121030,216,0,1075
20200615,New Hampshire,5345,46,93528,320,2,519
20200615,New Jersey,167103,222,948980,12676,51,18755
20200615,New Mexico,9723,102,253942,435,4,1625
20200615,Nevada,11279,106,205155,483,4,
20200615,New York,383944,620,2607266,24579,28,89995
20200615,Ohio,41576,428,515592,2573,16,6948
20200615,Oklahoma,8417,186,242587,359,0,1117
20200615,Oregon,5820,184,170316,180,4,899
20200615,Pennsylvania,79121,323,513909,6243,28,
20200615,Puerto Rico,5890,79,113280,147,0,
20200615,Rhode Island,16180,76,119304,851,18,1882
20200615,South Carolina,19378,583,236179,602,2,1988
20200615,South Dakota,5928,30,60467,75,0,544
20200615,Tennessee,31160,728,598818,483,8,2106
20200615,Texas,89108,1254,1225653,1983,7,
20200615,Utah,14608,295,258330,143,4,1041
20200615,Virginia,54886,380,424113,1552,6,8132
20200615,Virgin Islands,73,1,2305,6,0,
20200615,Vermont,1128,1,51429,55,0,
20200615,Washington,27493,398,416076,1217,4,3856
20200615,Wisconsin,25546,206,403447,694,2,3061
20200615,West Virginia,2298,9,129655,88,0,
20200615,Wyoming,1060,0,31546,18,0,93
20200614,Alaska,661,7,72806,12,0,
20200614,Alabama,25615,1014,271840,773,0,2255
20200614,Arkansas,12501,954,184488,179,3,998
20200614,American Samoa,0,0,174,0,0,
20200614,Arizona,35691,1233,302354,1186,3,4148
20200614,California,148855,3212,2653141,5063,74,
20200614,Colorado,29017,195,215626,1348,0,5244
20200614,Connecticut,45088,94,312263,4201,15,9912
20200614,Washington DC,9767,58,54763,515,4,
20200614,Delaware,10264,35,71523,496,1,
20200614,Florida,75568,2016,1333447,3022,6,12224
20200614,Georgia,57681,880,563109,2451,5,9248
20200614,Guam,185,0,8358,5,0,
20200614,Hawaii,723,17,59599,17,0,89
20200614,Iowa,23926,209,200708,652,2,
20200614,Idaho,3399,46,59581,87,0,266
20200614,Illinois,133404,672,1058442,6489,19,
20200614,Indiana,39909,366,308482,2422,9,6419
20200614,Kansas,11047,0,118105,243,0,973
20200614,Kentucky,12445,0,282140,499,0,2433
20200614,Louisiana,46619,336,462713,3014,10,
20200614,Massachusetts,105603,208,607107,7624,48,10802
20200614,Maryland,61701,396,353608,2939,13,10165
20200614,Maine,2793,36,67065,100,0,314
20200614,Michigan,66054,218,747444,6016,3,
20200614,Minnesota,30471,6,387239,1329,15,3610
20200614,Missouri,15810,0,259679,879,0,
20200614,MP,30,0,8139,2,0,
20200614,Mississippi,19516,168,194537,891,2,2665
20200614,Montana,601,13,58306,19,1,77
20200614,North Carolina,44119,1443,583011,1109,5,
20200614,North Dakota,3080,22,83800,67,0,197
20200614,Nebraska,16633,120,119482,216,0,1070
20200614,New Hampshire,5299,48,91122,318,3,513
20200614,New Jersey,166881,276,930735,12625,36,18737
20200614,New Mexico,9621,95,249373,431,5,1625
20200614,Nevada,11173,227,199438,479,1,
20200614,New York,383324,694,2551275,24551,24,89995
20200614,Ohio,41148,300,505072,2557,3,6895
20200614,Oklahoma,8231,158,242587,359,0,1116
20200614,Oregon,5636,101,168246,176,2,875
20200614,Pennsylvania,78798,336,504435,6215,4,
20200614,Puerto Rico,5811,121,113280,147,1,
20200614,Rhode Island,16104,32,117593,833,0,1853
20200614,South Carolina,18795,840,229541,600,1,1988
20200614,South Dakota,5898,65,59421,75,0,539
20200614,Tennessee,30432,891,584788,475,3,2087
20200614,Texas,87854,1843,1208129,1976,19,
20200614,Utah,14313,332,253400,139,0,1028
20200614,Virginia,54506,637,414494,1546,5,8136
20200614,Virgin Islands,72,0,2305,6,0,
20200614,Vermont,1127,2,49855,55,0,
20200614,Washington,27095,110,405799,1213,9,3845
20200614,Wisconsin,25340,251,397366,692,1,3049
20200614,West Virginia,2289,30,128910,88,0,
20200614,Wyoming,1060,10,32005,18,0,93
20200613,Alaska,654,29,71149,12,0,
20200613,Alabama,24601,891,268651,773,4,2241
20200613,Arkansas,11547,0,175470,176,0,979
20200613,American Samoa,0,0,174,0,0,
20200613,Arizona,34458,1540,293939,1183,39,4115
20200613,California,145643,3660,2578750,4989,46,
20200613,Colorado,28822,175,207639,1348,9,5234
20200613,Connecticut,44994,305,305173,4186,27,9912
20200613,Washington DC,9709,55,53327,511,5,
20200613,Delaware,10229,56,69870,495,1,
20200613,Florida,73552,2581,1296861,3016,49,12155
20200613,Georgia,56801,1018,542879,2446,28,9224
